,,,,,,,,
,(「)狐狸妖怪(レーザー」),,,,,,,
45,(「)こっくり(さんのけいやく」),4,字,,八雲藍のスペルカード。,2,,
,(「)狐狗狸(さんの契約」),,,,,,,
46,(もうりょう「)にじゅうこくしちょう(」),,字,,八雲紫のスペルカード。,2,,
,(魍魎「)二重黒死蝶(」),,,,,,,
47,ぜんでら(にすむようちょう」),,字,,八雲紫のスペルカード。,2,,
,(「)禅寺(に棲む妖蝶」),,,,,,,
48,ちぇん,3,字,人,東方妖々夢に登場するキャラクター。,1,,
,橙,,,,主に妖術を扱う程度の能力。,,,
49,(プリズムリバー)さんしまい,,字,,東方妖々夢に登場するキャラクター群。,1,,
,(プリズムリバー)三姉妹,,,,長女から、ルナサ、メルラン、リリカ。,,,
50,こんぱくようむ,,字,人,東方妖々夢に登場するキャラクター。,1,,
,魂魄妖夢,,,,剣術を扱う程度の能力。,,,
51,さいぎょうじゆゆこ,,字,人,東方妖々夢に登場するキャラクター。,1,,
,西行寺幽々子,,,,主に死を操る程度の能力。,,,
52,やくもらん,,字,人,東方妖々夢に登場するキャラクター。,1,,
,八雲藍,,,,主に式神を使う程度の能力。,,,
53,やくもゆかり,,字,人,東方妖々夢に登場するキャラクター。,1,,
,八雲紫,,,,境界を操る程度の能力。,,,
54,さいぎょうあやかし,,字,,冥界の白玉楼にある妖怪桜。,4,,
,西行妖,,,,,,,
55,はくぎょくろう,,字,地,『東方Project』に登場する建物。,2,,
,白玉楼,,,,,,,
56,とも(にてんをいただかずとも),,字,,東方紺珠伝6面ステージ名。,3,,
,倶(に天を戴かずとも),,,,,,,
57,(したっぱ)しょうかい(てんぐ),,字,,犬走椛の二つ名。,3,,
,(下っ端)哨戒(天狗),,,,,,,
58,にんぎょうそかい(のよる),,字,,東方妖々夢、3面のステージ名。,2,,
,人形租界(の夜),,,,,,,
59,むかう(のきょう),,字,,東方妖々夢、1面の道中曲。,2,,
,無何有(の郷),,,,,,,
60,ひろありけてうをいること,12(○○○○○てう○○○○○),字,,東方妖々夢、5面のボス曲。,4,,
,広有射怪鳥事,,,,正式名は【広有射怪鳥事 ～ Till When?】,,,
61,(てんふ「)てんせんめいどう(」),,字,,橙のスペルカード。,2,,
,(天符「)天仙鳴動(」),,,,,,,
62,はる(をはこぶようせい),,字,,春が来たことを伝える程度の能力をもつ、,1,,
,春(を運ぶ妖精),,,,リリーホワイトの二つ名。,,,
63,そうれい,,字,,ポルターガイスト。,1,,
,騒霊,,,,プリズムリバー三姉妹の種族。,,,
64,(とうほう)ようようむ,,字,,『東方Project』の作品名。,1,,
,(東方)妖々夢,,,,,,,
65,いぶきすいか,,字,人,東方萃夢想に登場するキャラクター。,2,,
,伊吹萃香,,,,,,,
66,あつ(まるゆめ、おもい),,字,,東方萃夢想のラストステージ名。,4,,
,萃(まる夢、想い),,,,,,,
67,(とうほう)すいむそう,,字,,『東方Project』の作品名。,1,,
,(東方)萃夢想,,,,,,,
68,けいせい(じん),,字,,東方萃夢想における技の一つ。,3,,
,警醒(陣),,,,博麗霊夢の必殺技。,,,
69,てんいむほう,,字,,東方Projectの楽曲の1つ。,2,,
,天衣無縫,,,,,,,
70,(れいせん・)うどんげいん(・イナバ),,字,人,東方永夜抄に登場するキャラクター。,1,,
,(鈴仙・)優曇華院(・イナバ),,,,狂気を操る程度の能力。,,,
71,しっかいほうこう,,字,,東方萃夢想における技の一つ。,4,,
,悉皆彷徨,,,,西行寺幽々子の必殺技。,,,
72,(「)むじゅ(のゆめ」),,字,,西行寺幽々子のスペルカード。,4,,
,(「)无寿(の夢」),,,,,,,
73,(「)かしょ(のえいみん」),,字,,西行寺幽々子のスペルカード。,4,,
,(「)華胥(の永眠」),,,,,,,
74,(ふのに「)やくもばんがさ(」),,字,,八雲紫のスペルカード。,3,,
,(符の弐「)八雲卍傘(」),,,,,,,
75,(「)こんじく(のおおおに」),,字,,伊吹萃香のスペルカード。,2,,
,(「)坤軸(の大鬼」),,,,,,,
76,せがきしば(りのじゅつ」),,字,,伊吹萃香のスペルカード。,3,,
,(「)施餓鬼縛(りの術」),,,,,,,
77,おとぎ(のくにのおにがしま),,字,,伊吹萃香のテーマ曲。正式名は、,2,,
,御伽(の国の鬼が島),,,,【御伽の国の鬼が島　～ Missing Power】,,,
78,さいげつ,,字,,東方萃夢想、最終ステージの会話曲。,1,,
,砕月,,,,,,,
79,(しょうじょ)きとう(ちゅう),,字,,東方作品における、ローディングを示す語。,2,,
,(少女)祈祷(中),,,,,,,
80,しゅんしゅん(しゅうげつ),,字,,東方永夜抄1面のボス曲。正式名は,3,,
,蠢々(秋月),,,,【蠢々秋月 ～ Mooned Insect】,,,
81,しょうじょきそうきょく,,字,,東方永夜抄、4面Aのボス曲。正式名は,2,,
,少女綺想曲,,,,【少女綺想曲 ～ Dream Battle】,,,
82,きたな(きよのうつくしきおり),,字,,東方永夜抄、5面のステージ名。,4,,
,穢(き世の美しき檻),,,,,,,
83,(おんちゅう「)えいやちっきょ(」),,字,,リグル・ナイトバグのラストワード。,3,,
,(隠蟲「)永夜蟄居(」),,,,,,,
84,(せいふ「)みみずくほうこう(」),,字,,ミスティア・ローレライの使用する,3,,
,(声符「)木菟咆哮(」),,,,スペルカード。,,,
85,かみしらさわけいね,,字,人,東方永夜抄に登場するキャラクター。,1,,
,上白沢慧音,,,,,,,
86,(みらい「)たかまがはら(」),,字,,上白沢慧音(人間)のラストワード。,3,,
,(未来「)高天原(」),,,,,,,
87,(なみふ「)まいんどしぇいかー(」),9,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(波符「)赤眼催眠(」),,,,読みの直訳は【心を揺さぶるもの】,,,
88,(げんぱ「)まいんどぶろーいんぐ(」),10,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(幻波「)赤眼催眠(」),,,,読みの直訳は【心を破壊するもの】,,,
89,(きょうふ「)びじょなりちゅーにんぐ(」),11,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(狂符「)幻視調律(」),,,,読みの直訳は【幻視人の調律】,,,
90,(きょうし「)いりゅーじょんしーかー(」),11,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(狂視「)狂視調律(」),,,,読みの直訳は【幻を捜す人】,,,
91,(らんふ「)あいどりんぐうぇーぶ(」),10,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(懶符「)生神停止(」),,,,読みの直訳は【停止している波】,,,
92,(らんだ「)まいんどすとっぱー(」),9,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(懶惰「)生神停止(」),,,,読みの直訳は【精神停止】,,,
93,(さんふ「)いんびじぶるふるむーん(」),11,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(散符「)真実の月(」),,,,読みの直訳は【目に見えない満月】,,,
94,(げつがん「)てれめすめりずむ(」),8,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(月眼「)月兎遠隔催眠術(」),,,,読みの直訳は【遠隔催眠術】,,,
95,いなば(てゐ),,字,人,東方永夜抄に登場するキャラクター。,1,,
,因幡(てゐ),,,,人間を幸運にする程度の能力。,,,
96,れいせん(・U・イナバ),,字,人,東方永夜抄に登場するキャラクター。,1,,
,鈴仙(・U・イナバ),,,,狂気を操る程度の能力。,,,
97,こちゅう(のてんち),,字,,八意永琳の使用するスペルカード。,3,,
,壺中(の天地),,,,,,,
98,(ひじゅつ「)てんもんみっそうほう(」),,字,,八意永琳の使用するスペルカード。,1,,
,(秘術「)天文密葬法(」),,,,,,,
99,やごころえいりん,,字,人,東方永夜抄に登場するキャラクター。,2,,
,八意永琳,,,,あらゆる薬を作る程度の能力。,,,
100,ほうらいさんかぐや,,字,人,東方永夜抄に登場するキャラクター。,1,,
,蓬莱山輝夜,,,,永遠と須臾を操る程度の能力。,,,
101,(えいえんと)しゅゆ(のざいにん),3,字,,蓬莱山輝夜の二つ名。,3,,
,(永遠と)須臾(の罪人),,,,,,,
102,ふじわらのもこう,,字,人,東方永夜抄に登場するキャラクター。,2,,
,藤原妹紅,,,,老いる事も死ぬ事も無い程度の能力。,,,
103,(ふし「)じょふくじくう(」),,字,,藤原妹紅の使用するスペルカード。,2,,
,(不死「)徐福時空(」),,,,,,,
104,(ひのとり -)ほうよくてんしょう(-」),,字,,藤原妹紅の使用するスペルカード。,2,,
,(火の鳥 -)鳳翼天翔(-」),,,,正式名は【不死「火の鳥 -鳳翼天翔-」】,,,
105,(「)るなてぃっくれっどあいず(」),12,字,,鈴仙・優曇華院・イナバのラストワード。,4,,
,(「)幻朧月睨(」),,,,読みの直訳は【狂気の赤い瞳】,,,
106,てんもうちもうほちょう(のほう),,字,,八意永琳のラストワード。,3,,
,天網蜘網捕蝶(の法),,,,,,,
107,(さいぎょうじ)むよねはん,,字,,西行寺幽々子のラストワード。,3,,
,(西行寺)無余涅槃,,,,,,,
108,(とうほう)えいやしょう,,字,,『東方Project』の作品名。,1,,
,(東方)永夜抄,,,,,,,
109,(「しんだんまくけっかい -)むげんほうよう(-」),,字,,八雲紫のラストワード。,4,,
,(「深弾幕結界 -)夢幻泡影(-」),,,,,,,
110,おうま(がとき),,字,,東方永夜抄における用語。,2,,
,逢魔(が時),,,,妖率が大きく偏っている状態。,,,
111,こいいろ(マスタースパーク),,字,,東方永夜抄、4面Bのボス曲。,1,,
,恋色(マスタースパーク),,,,,,,
112,おんみょうだま,7,字,,博麗神社最大の秘宝。,2,,
,陰陽玉,,,,博麗霊夢のオプション。,,,
113,えいえんてい,,字,地,『東方Project』に登場する建物。,2,,
,永遠亭,,,,,,,
114,しきえいき(・ヤマザナドゥ),,字,人,東方花映塚に登場するキャラクター。,2,,
,四季映姫(・ヤマザナドゥ),,,,白黒はっきり付ける程度の能力。,,,
115,(いばらきの)ひゃくやくます,,字,,茨木華扇の所持する酒器。,3,,
,(茨木の)百薬枡,,,,注がれた酒が治癒効果を持つとされる。,,,
116,かかしねんぽう,,字,,姫海棠はたての発行する新聞の名前。,3,,
,花果子念報,,,,,,,
117,(なみふ「)るなうぇーぶ(」),6,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(波符「)月面波紋(」),,,,東方花映塚のチャージアタック。,,,
118,(さんふ「)るなめがろぽりす(」),8,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(散符「)栄華之夢(」),,,,読みの直訳は【月の大都市】,,,
119,(きふ「あめの)やちまた(」),,字,,射命丸文のスペルカード。,4,,
,(岐符「天の)八衢(」),,,,,,,
120,(どくふ「)ゆううつ(のどく」),,字,,メディスン・メランコリーのボスアタック。,2,,
,(毒符「)憂鬱(の毒」),,,,,,,
121,(かちょうふうげつ、)しょうふうろうげつ,,字,,風見幽香の花映塚のボスアタック。,3,,
,(花鳥風月、)嘯風弄月,,,,正式名は【幻想「花鳥風月、嘯風弄月」】,,,
122,おのづかこまち,,字,人,東方花映塚に登場するキャラクター。,1,,
,小野塚小町,,,,距離を操る程度の能力。,,,
123,さんず(のみずさきあんないにん),,字,,小野塚小町の二つ名。,2,,
,三途(の水先案内人),,,,,,,
124,(つみふ「)さまよ(えるたいざい」),,字,,四季映姫・ヤマザナドゥのスペルカード。,3,,
,(罪符「)彷徨(える大罪」),,,,,,,
125,かざみゆうか,,字,人,東方花映塚に登場するキャラクター。,1,,
,風見幽香,,,,花を操る程度の能力。,,,
126,(おうささまの)しろ(いはた),,字,,東方花映塚での因幡てゐのテーマ曲。,3,,
,(お宇佐さまの)素(い幡),,,,,,,
127,(とうほう)かえいづか,,字,,『東方Project』の作品名。,1,,
,(東方)花映塚,,,,,,,
128,しゃめいまるあや,,字,人,東方文花帖の主人公。,1,,
,射命丸文,,,,,,,
129,(きりすて)ごめん,,字,,東方文花帖における魂魄妖夢の二つ名。,2,,
,(斬り捨て)御免,,,,,,,
130,(葵符「みとの)みつくに(」),,字,,上白沢慧音のスペルカード。,2,,
,(葵符「水戸の)光圀(」),,,,,,,
131,まじんきょうかん,,字,,聖白蓮の持つ絵巻物。,3,,
,魔人経巻,,,,,,,
132,(きょうむ「)どりーむわーるど(」),8(○○ー○○○○○),字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(狂夢「)風狂の夢(」),,,,読みの直訳は【夢の世界】,,,
133,(なみふ「)いんびじぶるはーふむーん(」),12,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(波符「)幻の月(」),,,,読みの直訳は【目に見えない半月】,,,
134,(さいしょう「)ひからくよう(」),,字,,紅美鈴のスペルカード。,2,,
,(彩翔「)飛花落葉(」),,,,,,,
135,(「)しゅじょうむじょう(のひびき」),,字,,魂魄妖夢のスペルカード。,3,,
,(「)衆生無情(の響き」),,,,正式名は【四生剣「衆生無情の響き」】,,,
136,(ちょうふ「)あげはもん(のしそう」),,字,,西行寺幽々子のスペルカード。,4,,
,(蝶符「)鳳蝶紋(の死槍」),,,,,,,
137,きんかくじ(のいちまいてんじょう),,字,,蓬莱山輝夜のスペルカード。,2,,
,金閣寺(の一枚天井),,,,正式名は【新難題「金閣寺の一枚天井」】,,,
138,(「)じょうはりしんぱん( -しゃめいまるあや-」),,字,,四季映姫・ヤマザナドゥのスペルカード。,3,,
,(「)浄頗梨審判( -射命丸文-」),,,,正式名は【審判「浄頗梨審判 -射命丸文-」】,,,
139,みずのえのうらしまこ(とごしきのずいき),10,字,,藤原妹紅のスペルカード。正式名は,4,,
,瑞江浦嶋子(と五色の瑞亀),,,,【蓬莱「瑞江浦嶋子と五色の瑞亀」】,,,
140,(きき「)もうもうめいむ(」),,字,,伊吹萃香のスペルカード。,3,,
,(鬼気「)濛々迷霧(」),,,,,,,
141,(とうほう)ぶんかちょう,,字,,『東方Project』の作品名。,1,,
,(東方)文花帖,,,,,,,
142,ふうじんしょうじょ,,字,,射命丸文のテーマ曲。,2,,
,風神少女,,,,,,,
143,(かみがみの)きずあと,,字,,東方風神録、2面のステージ名。,3,,
,(神々の)疵痕,,,,,,,
144,いなだひめさま(にしかられるから),,字,,東方風神録、1面のボス曲。,2,,
,稲田姫様(に叱られるから),,,,,,,
145,(ひうん「)おおがねばば(のひ」),,字,,鍵山雛のスペルカード。,2,,
,(悲運「)大鐘婆(の火」),,,,,,,
146,(ふうじん「)てんぐおろし(」),,字,,射命丸文のスペルカード。,3,,
,(風神「)天狗颪(」),,,,,,,
147,(「)げんそうふうび(」),,字,,射命丸文のスペルカード。,2,,
,(「)幻想風靡(」),,,,,,,
148,(「てんじょうてんげの)てるくに(」),,字,,射命丸文のスペルカード。,3,,
,(「天上天下の)照國(」),,,,正式名は【塞符「天上天下の照國」】,,,
149,(きせき「はくちゅうの)かくせい(」),4,字,,東風谷早苗のスペルカード。,2,,
,(奇跡「白昼の)客星(」),,,,,,,
150,(「)みさやまみかりしんじ(」),,字,,八坂神奈子のスペルカード。,4,,
,(「)御射山御狩神事(」),,,,正式名は【贄符「御射山御狩神事」】,,,
151,(かいえん「)にはいにはくいっぱい(」),,字,,洩矢諏訪子のスペルカード。,2,,
,(開宴「)二拝二拍一拝(」),,,,,,,
152,(「)いと(いがわのひすい」),,字,,洩矢諏訪子のスペルカード。,3,,
,(「)厭(い川の翡翠」),,,,正式名は【源符「厭い川の翡翠」】,,,
153,うんめい(のダークサイド),,字,,東方風神録、2面のボス曲。,1,,
,運命(のダークサイド),,,,鍵山雛のテーマ曲。,,,
154,あくたがわりゅうのすけ(のかっぱ),,字,,東方風神録、3面のボス曲。,3,,
,芥川龍之介(の河童),,,,河城にとりのテーマ曲。,,,
155,くし(びはんしん),,字,,東方緋想天における、魂魄妖夢の特殊必殺技。,4,,
,奇(び半身),,,,「奇び」は不思議なこと。「霊び」とも。,,,
156,(「)よもつひらさかのみちゆき(」),,字,,西行寺幽々子のスペルカード。,4,,
,(「)黄泉平坂行路(」),,,,「黄泉平坂」は「黄泉比良坂」とも。,,,
157,(はくふ「)おぶせっしょなー(」),8,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(迫符「)脅迫幻覚(」),,,,読みの直訳は【強迫観念】,,,
158,(げんだん「)ぶらふばらーじ(」),7,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(幻弾「)幻想視差(」),,,,読みの直訳は【はったりの弾幕】,,,
159,(うちでの)こづち,,字,,少名針妙丸のもつ小槌。,2,,
,(打ち出の)小槌,,,,,,,
160,れいたいさい,,字,,「博麗神社例大祭」の略称。,1,,
,例大祭,,,,東方Project作品オンリー同人誌即売会。,,,
161,(しゃんはいアリス)げんがくだん,,字,,ZUN氏が単独で主宰しているサークル。,2,,
,(上海アリス)幻樂団,,,,,,,
162,(げんばく「)まいんどすたーまいん(」),10,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(幻爆「)近眼花火(」),,,,読みの直訳は【心の花火】,,,
163,(おんりえど)ごんぐじょうど,,字,,東方妖々夢6面に表示されるスチル。,4,,
,(厭離穢土)欣求浄土,,,,穢れた現世から離れ極楽浄土を求めること。,,,
164,(そうしん「)でぃすかーだー(」),7(で○○○○○○),字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(喪心「)喪心創痍(」),,,,読みの直訳は【廃棄者】,,,
165,(どくえんまく「)がすおりもの(のたま」),,字,,鈴仙・優曇華院・イナバのスペルカード。,3,,
,(毒煙幕「)瓦斯織物(の玉」),,,,,,,
166,(「ふしゃくしんみょう、)あたらしんみょう(」),,字,,小野塚小町のスペルカード。正式名は、,4,,
,(「不惜身命、)可惜身命(」),,,,【換命「不惜身命、可惜身命」】,,,
167,(「ぜんじんるいの)ひそうてん(」),,字,,比那名居天子のスペルカード。,2,,
,(「全人類の)緋想天(」),,,,,,,
168,はいごく(ララバイ),,字,,東方地霊殿、5面道中曲。,2,,
,廃獄(ララバイ),,,,,,,
169,ごうか(マントル),,字,,東方地霊殿、6面道中曲。,1,,
,業火(マントル),,,,,,,
170,(「)つるべお(としのかい」),,字,,キスメのスペルカード。,2,,
,(「)釣瓶落(としの怪」),,,,正式名は【怪奇「釣瓶落としの怪」】,,,
171,(してんのうおうぎ「)さんぽひっさつ(」),,字,,星熊勇儀のスペルカード。,1,,
,(四天王奥義「)三歩必殺(」),,,,,,,
172,(「)しかいふくねん(」),,字,,お燐のスペルカード。,2,,
,(「)死灰復燃(」),,,,,,,
173,かくはんのうせいぎょふのう,,字,,霊烏路空のスペルカード。,2,,
,核反応制御不能,,,,正式名は【核熱「核反応制御不能」】,,,
174,(ふくねん「こいの)うずめび(」),,字,,古明地こいしのスペルカード。,2,,
,(復燃「恋の)埋火(」),,,,,,,
175,(ハルトマンの)ようかいしょうじょ,,字,,東方地霊殿のExtraステージボス曲。,1,,
,(ハルトマンの)妖怪少女,,,,古明地こいしのテーマ曲。,,,
176,せいれん(とふきつなせんちょう),,字,,東方星蓮船の4面道中曲。,3,,
,聖輦(と不吉な船長),,,,,,,
177,(かんじょうの)まてんろう,,字,,東方星蓮船の6面ボス曲。,2,,
,(感情の)摩天楼,,,,聖白蓮のテーマ曲。,,,
178,(「しほうの)どっこしょ(」),,字,,寅丸星のスペルカード。,3,,
,(「至宝の)独鈷杵(」),,,,正式名は【法力「至宝の独鈷杵」】,,,
179,(だいまほう「)まじんふくしょう(」),,字,,聖白蓮のスペルカード。,3,,
,(大魔法「)魔人復誦(」),,,,,,,
180,(こんきゅう「)げんざんみ(よりまさのゆみ」),,字,,封獣ぬえのスペルカード。,3,,
,(恨弓「)源三位(頼政の弓」),,,,,,,
181,やたがらす,5,字,,霊烏路空の種族名。,2,,
,八咫烏,,,,,,,
182,(「)みじゃぐち(さま」),,字,,洩矢諏訪子のスペルカード。,4,,
,(「)赤口(さま」),,,,正式名は【祟り神「赤口さま」】,,,
183,(ちょうし「)いんふれあどむーん(」),9,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(長視「)赤月下(」),,,,読みの直訳は【赤外の月】,,,
184,つきのいはかさ,7(○○○○は○○),字,人,小説版東方儚月抄の登場人物。,4,,
,調岩笠,,,,時効「月のいはかさの呪い」の元ネタ。,,,
185,(せきがん「)るなてぃっくぶらすと(」),10,字,,鈴仙・優曇華院・イナバのスペルカード。,4,,
,(赤眼「)望見円月(」),,,,読みの直訳は【狂気の波動】,,,
186,(どくふ「)かばきこまち(」),,字,,黒谷ヤマメのスペルカード。,3,,
,(毒符「)樺黄小町(」),,,,,,,
187,(ほしふ「)きょせいお(つ」),,字,,霊烏路空のスペルカード。,2,,
,(星符「)巨星墜(つ」),,,,,,,
188,(「)たいじ(のゆめ」),,字,,古明地こいしのスペルカード。,2,,
,(「)胎児(の夢」),,,,,,,
189,(「)すいじゃく(だいにちにょらい」),,字,,聖白蓮のスペルカード。,3,,
,(「)垂迹(大日如来」),,,,正式名は【習合「垂迹大日如来」】,,,
190,あきしずは,,字,人,東方風神録に登場するキャラクター。,1,,
,秋静葉,,,,紅葉を司る程度の能力。,,,
191,あきみのりこ,,字,人,東方風神録に登場するキャラクター。,1,,
,秋穣子,,,,豊穣を司る程度の能力。,,,
192,かぎやまひな,,字,人,東方風神録に登場するキャラクター。,1,,
,鍵山雛,,,,厄をため込む程度の能力。,,,
193,かわしろ(にとり),,字,人,東方風神録に登場するキャラクター。,1,,
,河城(にとり),,,,水を操る程度の能力。,,,
194,いぬばしりもみじ,,字,人,東方風神録に登場するキャラクター。,1,,
,犬走椛,,,,千里先まで見通す程度の能力。,,,
195,こちやさなえ,,字,人,東方風神録に登場するキャラクター。,1,,
,東風谷早苗,,,,奇跡を起こす程度の能力。,,,
196,やさかかなこ,,字,人,東方風神録に登場するキャラクター。,1,,
,八坂神奈子,,,,乾を創造する程度の能力。,,,
197,もりやすわこ,,字,人,東方風神録に登場するキャラクター。,1,,
,洩矢諏訪子,,,,坤を創造する程度の能力。,,,
198,ながえいく,,字,人,東方緋想天に登場するキャラクター。,1,,
