85,しょんぱい,5(〇〇ん〇〇),字,,まだ場に1枚も見えていない牌のこと。,2,,https://www.weblio.jp/content/%E4%B8%80%E5%90%91%E8%81%B4
,生牌,,,,,,,
86,げんろくづ(み),,字,,イカサマ。自分が有利になるような牌を,2,,https://www.weblio.jp/content/%E5%B6%BA%E4%B8%8A%E9%96%8B%E8%8A%B1
,元禄積(み),,,,積み込む手法。,,,
87,つばめがえ(し),,字,,イカサマ。隙を見て牌山と手牌を丸ごと,2,,
,燕返(し),,,,入れ替えること。,,,
88,(グラ)さい,,字,,イカサマ。特定の目が出やすくなるよう,2,,
,(グラ)賽,,,,改造したサイコロのこと。,,,
89,ろっけんづ(み),,字,,イカサマ。主にドラ爆を目的として,2,,
,六間積(み),,,,積み込む手法。,,,
90,けんぱい,,字,,懸賞牌のこと。ドラの古称。,2,,
,懸牌,,,,,,,
91,だまてん,,字,,立直をせず聴牌すること。,2,,
,黙聴,,,,,,,
92,いーしゃんてん,,字,,聴牌まであと一手の状態のこと。,2,,
,一向聴,,,,,,,
93,ぱいぱん,,字,,麻雀における白のこと。,2,,
,白板,,,,三元牌の一つ。,,,
94,りゅーふぁ、りゅーは,,字,,麻雀における發のこと。,2,,
,緑發,,,,三元牌の一つ。,,,
95,ほんちゅん、ふぉんちゅん,,字,,麻雀における中のこと。,2,,
,紅中,,,,三元牌の一つ。,,,
96,ふぁぱい,4(〇ぁ〇〇),字,,四季及び四君子を描いた牌。,2,,
,花牌,,,,,,,
97,はいふ、ぱいふ,,字,,麻雀の自摸や打牌などの動作、,2,,
,牌譜,,,,点数の得失などを記録したもの。,,,
98,もうだ、もうたー,,字,,ツモと打牌からなる一連の行為のこと。,2,,
,摸打,,,,,,,
99,ぱお,2(〇お),字,,責任払いのこと。,2,,https://www.weblio.jp/content/%E5%8C%85
,包,,,,,,,
100,りゃんかんりゃんめん,,字,,両嵌と両門が複合している,2,,
,両嵌両門,,,,未完成面子のこと。,,,
101,いちによんとお,,字,,配給原点の取り決め。,2,,https://www.weblio.jp/content/%E7%A0%8C%E7%89%8C
,一二四十,,,,合計25000点に相当する。,,,
102,つーぱい,4,字,,四風牌と三元牌の総称。,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,字牌,,,,,,,
103,いげたづ(み),,字,,17枚を上下2段に重ねて並べる,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,井桁積(み),,,,一般的な牌の並べ方のこと。,,,
104,のーてんばっぷ,,字,,流局時に聴牌してない人が,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,不聴罰符,,,,聴牌している人に対し点棒を払うこと。,,,
105,ごみ,2,字,,子の30符1飜に対する支払いのこと。,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,五三,,,,転じて、ゴミのような手のこと。,,,
106,もうぱい,,字,,牌の文字が彫ってある部分を指で撫で、,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,盲牌,,,,その種類を判別すること。,,,
107,しゃみせん,5,字,,自分の手牌の内容について喋り、,2,,https://ja.wikipedia.org/wiki/%E9%BA%BB%E9%9B%80%E3%81%AE%E3%83%AD%E3%83%BC%E3%82%AB%E3%83%AB%E5%BD%B9
,三味線,,,,相手を惑わそうとする行為。,,,
108,おーぷんりーち,7,字,,手牌を他家に見せた状態で,2,,https://www.weblio.jp/content/%E7%96%9D%E6%B0%97%E7%AD%8B
,開立直,,,,立直を宣言すること。,,,
109,といすー,4,字,,同じ牌を他家と2枚ずつ持っている,2,,https://www.weblio.jp/content/%E6%94%A4%E7%89%8C
,対死,,,,状態のこと。,,,
110,じごくたんき,,字,,和了牌が1枚しか残っていない状態。,2,,https://www.weblio.jp/content/%E7%B1%8C%E9%A6%AC
,地獄単騎,,,,また、上がるのが難しい状態のこと。,,,
111,けじらみ,,字,,一索の俗称。,2,,
,毛虱,,,,,,,
112,(ご)しゅうぎ,,字,,麻雀において、チップのやり取りを指す。,2,,
,(ご)祝儀,,,,,,,
113,あいだよんけん,,字,,裏スジが同じになるような,2,,
,間四間,,,,牌の組み合わせ。,,,
114,しばぼう,,字,,親が連荘した時に目印として場に出す,2,,
,芝棒,,,,100点棒のこと。,,,
115,かんぶ(り),,字,,槓をした人の捨て牌でロンすることで,2,,
,槓振(り),,,,成立する役。,,,
116,ぐけい,,字,,優秀とは言えない待ちのこと。,2,,
,愚形,,,,,,,
117,れんほー、れんほう,4,字,,子が配牌で聴牌し、自家のツモより前に,2,,
,人和,,,,捨てられた牌で上がると際に成立する。,,,
118,ろんちゃん、りんちゃん,,字,,親が次の人に移ること。,2,,
,輪荘,,,,対義語は連荘。,,,
119,かも,,字,,麻雀において、弱い人のこと。,2,,
,鴨,,,,,,,
120,さんま,,字,,三人麻雀の略称。,2,,
,三麻,,,,,,,
121,きんこうてゃお,,字,,裸単騎の状態で和了したときに,3,,
,金勾釣,,,,成立する役。,,,
122,すーかんさんらー、すーかんさんら,,字,,四回の槓で場が流れること。,3,,
,四槓散了,,,,四槓流れ。,,,
123,もうぱい,,字,,盲牌に同じ。,3,,
,摸牌,,,,,,,
124,ちぇんほーちーほー,,字,,戦術用語の一つ。,3,,
,見和即和,,,,和了牌が出たらすぐに上がるべきの意。,,,
125,ちぇーこーちーほー、ちぇーこーちゅーほー,,字,,格言。暗刻から1枚落として雀頭とし、,3,,
,折刻求和,,,,アガりに向かえという意味。,,,
126,しゅんしーうーしー,,字,,麻雀における格言の一つ。,3,,
,順時勿喜,,,,順調の時に喜ぶな、の意味。,,,
127,にえしーうーしゅー,9(〇え〇〇〇〇〇〇ー),字,,麻雀における格言の一つ。,3,,
,逆時勿愁,,,,不調の時に愁えるな、の意味。,,,
128,いーぱんかお、いーばんがお,,字,,一盃口に同じ。,3,,
,一般高,,,,,,,
129,へいいーそー,6(〇い〇〇〇〇),字,,ローカル役。筒子の黒い牌、風牌で,3,,
,黒一色,,,,手牌を構成したとき成立する役。,,,
130,たんぱい,,字,,手牌を倒して、公開すること。,3,,https://kotobank.jp/word/%E5%AD%97%E7%89%8C-570632
,攤牌,,,,,,,
131,ちょーま、ちょうま,4(〇〇〇ま),字,,点棒のこと。,3,,https://kotobank.jp/word/%E4%BA%95%E6%A1%81-431588
,籌馬,,,,,,,
132,ちょんぼ,,字,,麻雀で、ルールミスのこと。,3,,https://www.weblio.jp/content/%E3%83%8E%E3%83%BC%E3%83%86%E3%83%B3%E7%BD%B0%E7%AC%A6
,錯和,,,,,,,
133,しーさんぷとう、しーさんぷとー,7(〇〇〇〇〇と〇),字,,ローカル役。面子・搭子がなく、,3,,https://www.weblio.jp/content/%E4%BA%94%E4%B8%89
,十三不塔,,,,雀頭が一つだけあるときに成立する役。,,,
134,ほんちゃんたい(やおちゅー),,字,,数牌の一か九と字牌をすべての面子,3,,https://www.weblio.jp/content/%E7%9B%B2%E7%89%8C
,混全帯(么九),,,,および雀頭に絡めると成立する役。,,,
135,かいていろうげつ,8(〇〇〇〇〇〇〇つ),字,,無駄なことに労力を費やすこと。,3,,https://www.weblio.jp/content/%E4%B8%89%E5%91%B3%E7%B7%9A
,海底撈月,,,,直接的に麻雀用語というわけではない。,,,
136,びんはい,,字,,危険牌のこと。,3,,
,病牌,,,,,,,
137,ぴんちゅい,5(ぴ〇〇〇〇),字,,流局のこと。,3,,
,平局,,,,,,,
138,ほうおう,,字,,一索の別名。,3,,
,鳳凰,,,,,,,
139,せいかんれんらくせん,,字,,ローカル役。發をカンし、北が雀頭で、,3,,
,青函連絡船,,,,一気通貫の時に成立する役。,,,
140,ごんにー、ごーにー,4,字,,5200点のこと。,3,,
,五二,,,,,,,
141,ぽんぽんふー,,字,,中国麻雀の役。,3,,https://www.weblio.jp/content/%E9%96%8B%E7%AB%8B%E7%9B%B4
,碰碰和,,,, 4組の刻子・槓子と雀頭で構成された手。,,,
142,つぇーいーめん,7,字,,手牌から萬子・索子・筒子のうち,3,,https://www.weblio.jp/content/%E5%AF%BE%E6%AD%BB
,絶一門,,,,一種をなくした状態のこと。,,,
143,ちんぱいこー,6(〇ん〇〇〇〇),字,,,3,,
,筋牌刻,,,,,,,
144,あおのどうもん,,字,,ローカル役。筒子の2・4・8と發、,3,,
,青洞門,,,,いずれかの風牌で対々和になると成立。,,,
145,しーさんろんめん,,字,,,3,,
,十三龍門,,,,,,,
146,しーさんうーしー,,字,,ローカル役。配牌時または第1ツモ時に,3,,
,十三無靠,,,,面子・搭子・対子がない時成立する役。,,,
147,あおい(のごもん),,字,,發のこと。,3,,
,葵(の御紋),,,,,,,
148,ちんちとうりい,7,字,,一索の裸単騎を満貫とした古役。,3,,
,金鶏独立,,,,,,,
149,せんきすじ,,字,,裏スジの裏スジのこと。,3,,https://www.weblio.jp/content/%E8%8A%9D%E6%A3%92
,疝気筋,,,,,,,
150,ちーぱい,,字,,十分に洗牌した後、,3,,
,砌牌,,,,牌を並べる作業のこと。,,,
151,りょうてんびん,,字,,一向聴以前の状態で、同時に成立しない,3,,
,両天秤,,,,2つの役のどちらかを狙うこと。,,,
152,うーめんちー、うーめんさい,,字,,ローカル役。萬子・筒子・索子・風牌・,3,,
,五門斉,,,,三元牌をすべて用いると成立する役。,,,
153,いーちゃん,,字,,牌山が井桁状に積まれた状態のこと。,3,,
,井圏,,,,,,,
154,しゃいつ、さいころ,4,字,,賽のこと。,3,,
,骰子,,,,,,,
155,めんつたーたー,,字,,上がるための面子が多い状態のこと。,3,,
,面子多々,,,,,,,
156,いかだ,3,,,六索のこと。,3,,
,筏,,,,,,,
157,りんぱい,,字,,4牌目の牌。最後の牌。,3,,
,零牌,,,,ラス牌ともいう。,,,
158,ごーるでんげーとぶりっじ,12,字,,ローカル役。4面子の順子が端から端まで,3,,
,金門橋,,,,つながった形で和了すると成立する。,,,
159,すーふぉんれんたー,9,字,,最初の打牌で全員が同じ風牌を,3,,
,四風連打,,,,捨てた場合に流局とする取り決め。,,,
160,なんかんあがりめ(なし),,字,,南を槓すると上がりにくい、ということ。,3,,
,南槓和了目(なし),,,,「南槓」→「難関」、というしゃれ。,,,
161,かわ(して),,字,,相手の大物手を阻止するための,3,,
,躱(し手),,,,早アガリ・安アガリのこと。,,,
162,しんちゃんぱい,,字,,数牌の5のこと。,3,,
,心張牌,,,,,,,
163,せんちゃんぱい,,字,,数牌の3と7のこと。,3,,
,尖張牌,,,,,,,
164,りゃんちゃほう,,字,,2人がロンの宣言をすること。,3,,
,両家和,,,,ダブロン。,,,
165,しゃおゆーうー,,字,,中国麻雀役。,3,,
,小于五,,,,数牌の1～4のみでつくられた上がり。,,,
166,といぷーたお,,字,,中国麻雀役。上下逆でも同じ絵柄に,3,,
,推不倒,,,,なる牌のみをで成立する役。,,,
167,すーくーいー,6(〇〇〇ー〇〇),字,,中国麻雀役。,3,,
,四帰一,,,,槓子ではない4枚使いで成立する役。,,,
168,ふぁろん、ほぁろん,4(〇ぁ〇〇),字,,中国麻雀役。一気通貫の順子を,3,,
,花竜,,,,別種類の牌でそろえると成立する役。,,,
169,ぴんふ,,字,,香港麻雀役。平和に同じ。,3,,
,平胡,,,,,,,
