,,,,,,,,
40,はしたいろ,,字,,#a69abdにあたる色。,4,,
,半色,,,,,,,
41,うつぶしいろ,,字,,#9d896cにあたる色。,3,,
,空五倍子色,,,,,,,
42,やなぎすすたけ,,字,,#5b6356にあたる色。,3,,
,柳煤竹,,,,,,,
43,きゃらいろ,,字,,#d8a373にあたる色。,3,,
,伽羅色,,,,,,,
44,かちかえし,,字,,#203744にあたる色。,4,,
,褐返,,,,,,,
45,くりいろ,,字,,#554738にあたる色。,3,,
,涅色,,,,,,,
46,はとばいろ,,字,,#95859cにあたる色。,2,,
,鳩羽色,,,,,,,
47,あやめいろ、しょうぶいろ,,字,,#cc7eb1にあたる色。,2,,
,菖蒲色,,,,,,,
48,おうどいろ,,字,,#c39143にあたる色。,1,,
,黄土色,,,,,,,
49,ちょうじぞめ,,字,,#ad7d4cにあたる色。,2,,
,丁字染,,,,,,,
50,くるみいろ,,字,,#a86f4cにあたる色。,2,,
,胡桃色,,,,,,,
51,みずいろ、すいしょく,,字,,#bce2e8にあたる色。,1,,
,水色,,,,,,,
52,けしむらさき,,字,,#594255にあたる色。,4,,
,滅紫,,,,,,,
53,まそほ、まそお,3,字,,#ec6d71にあたる色。,4,,
,真朱,,,,,,,
54,ちゃいろ、,,字,,#965042にあたる色。,1,,
,茶色,,,,,,,
55,わかくさいろ,,字,,#c3d825にあたる色。,1,,
,若草色,,,,,,,
56,しゅいろ、しゅしょく、しゅういろ,,字,,#ba2636にあたる色。,1,,
,朱色,,,,,,,
57,くりいろ,,字,,#762f07にあたる色。,1,,
,栗色,,,,,,,
58,だいだいいろ,,字,,#ee7800にあたる色。,1,,
,橙色,,,,,,,
59,ぶどういろ,5,字,,#522f60にあたる色。,2,,
,葡萄色,,,,,,,
60,えびいろ,4,字,,#522f60にあたる色。,3,,
,葡萄色,,,,,,,
61,たいこう,4(た●●●),字,,#d69090にあたる色。,1,,
,退紅,,,,,,,
62,あらぞめ,4(あ●●●),字,,#d69090にあたる色。,4,,
,退紅,,,,,,,
63,あかねいろ,,字,,#b7282eにあたる色。,2,,
,茜色,,,,,,,
64,せっかっしょく、せきかっしょく,,字,,#683f36にあたる色。,2,,
,赤褐色,,,,,,,
65,びんろうじぞめ,,字,,#433d3cにあたる色。,3,,
,檳榔子染,,,,,,,
66,かすみいろ,,字,,#c8c2c6にあたる色。,2,,
,霞色,,,,,,,
67,かばちゃいろ,,字,,#726250にあたる色。,2,,
,樺茶色,,,,,,,
68,あまいろ,,字,,#d6c6afにあたる色。,2,,
,亜麻色,,,,,,,
69,はしばみいろ,,字,,#bfa46fにあたる色。,3,,
,榛色,,,,,,,
70,きつねいろ,,字,,#c38743にあたる色。,1,,
,狐色,,,,,,,
71,こはくいろ,,字,,#bf783aにあたる色。,2,,
,琥珀色,,,,,,,
72,たいしゃ,,字,,#bb5520にあたる色。,3,,
,代赭,,,,,,,
73,れんがいろ,,字,,#b55233にあたる色。,2,,
,煉瓦色,,,,,,,
74,そらいろ,,字,,#a0d8efにあたる色。,1,,
,空色,,,,,,,
75,はいいろ、かいしょく,,字,,#7d7d7dにあたる色。,1,,
,灰色,,,,,,,
76,すないろ,,字,,#dcd3b2にあたる色。,1,,
,砂色,,,,,,,
77,つつじいろ,,字,,#e95295にあたる色。,2,,
,躑躅色,,,,,,,
78,いまよういろ,,字,,#d0576bにあたる色。,2,,
,今様色,,,,,,,
79,ばらいろ,,字,,#e9546bにあたる色。,1,,
,薔薇色,,,,,,,
80,びゃくぐん,,字,,#83ccd2にあたる色。,2,,
,白群,,,,,,,
81,あさはなだ,,字,,#84b9cbにあたる色。,3,,
,浅縹,,,,,,,
82,ひわだいろ,,字,,#965036にあたる色。,4,,
,檜皮色,,,,,,,
83,からくれない,,字,,#e95464にあたる色。,2,,
,韓紅,,,,,,,
84,とびいろ,,字,,#95483fにあたる色。,2,,
,鳶色,,,,,,,
85,しょうじょうひ,,字,,#e2041bにあたる色。,3,,
,猩猩緋,,,,,,,
86,とのちゃ,,字,,#9f6f55にあたる色。,4,,
,砺茶,,,,,,,
87,ふしいろ,,字,,#b28c6eにあたる色。,4,,
,柴色,,,,,,,
88,えんじ,,字,,#b94047にあたる色。,2,,
,臙脂,,,,,,,
89,こけいろ,,字,,#69821bにあたる色。,2,,
,苔色,,,,,,,
90,すおう,,字,,#9e3d3fにあたる色。,3,,
,蘇芳,,,,,,,
91,かんぞういろ,,字,,#f8b862にあたる色。,3,,
,萱草色,,,,,,,
92,こうじいろ,,字,,#f6ad49にあたる色。,3,,
,柑子色,,,,,,,
93,おみなえし,5,字,,#f2f2b0にあたる色。,3,,
,女郎花,,,,,,,
94,わさびいろ,,字,,#a8bf93にあたる色。,2,,
,山葵色,,,,,,,
95,おいたけいろ,,字,,#769164にあたる色。,2,,
,老竹色,,,,,,,
96,ふじいろ,,字,,#bbbcdeにあたる色。,2,,
,藤色,,,,,,,
97,しゃれがき,,字,,#f7bd8fにあたる色。,2,,
,洒落柿,,,,,,,
98,こむぎいろ,,字,,#e49e61にあたる色。,1,,
,小麦色,,,,,,,
99,にっけいいろ,,字,,#dd7a56にあたる色。,2,,
,肉桂色,,,,,,,
100,にいろ,,字,,#e45e32にあたる色。,2,,
,丹色,,,,,,,
101,あおにび,,字,,#6b7b6eにあたる色。,3,,
,青鈍,,,,,,,
102,とのこいろ,,字,,#f4dda5にあたる色。,3,,
,砥粉色,,,,,,,
103,たんぽぽいろ,,字,,#ffd900にあたる色。,2,,
,蒲公英色,,,,,,,
104,きはだいろ,,字,,#fef263にあたる色。,3,,
,黄檗色,,,,,,,
105,ときわいろ,,字,,#007b43にあたる色。,2,,
,常磐色,,,,,,,
106,すみれいろ,,字,,#7058a3にあたる色。,2,,
,菫色,,,,,,,
107,どぶねずみ,,字,,#595455にあたる色。,3,,
,丼鼠,,,,,,,
108,わかたけいろ,,字,,#68be8dにあたる色。,1,,
,若竹色,,,,,,,
109,ようかんいろ,,字,,#383c3cにあたる色。,2,,
,羊羹色,,,,,,,
110,とくさいろ,,字,,#3b7960にあたる色。,3,,
,木賊色,,,,,,,
111,びろうど,4(●●う●),字,,#2f5d50にあたる色。,3,,
,天鵞絨,,,,,,,
112,くちなしいろ,,字,,#fbca4dにあたる色。,3,,
,支子色,,,,,,,
113,あんずいろ,,字,,#f7b977にあたる色。,2,,
,杏色,,,,,,,
114,かりやすいろ,,字,,#f5e56bにあたる色。,2,,
,刈安色,,,,,,,
115,かなりあいろ,,字,,#ebd842にあたる色。,3,,
,金糸雀色,,,,,,,
116,むしあお,,字,,#3a5b52にあたる色。,3,,
,虫襖,,,,,,,
117,こくたん,,字,,#250d00にあたる色。,2,,
,黒檀,,,,,,,
118,ねずみいろ,,字,,#949495にあたる色。,2,,
,鼠色,,,,,,,
119,ごふんいろ,,字,,#fffffcにあたる色。,2,,
,胡粉色,,,,,,,
120,にゅうはくしょく,,字,,#f3f3f3にあたる色。,2,,
,乳白色,,,,,,,
121,こきはなだ,,字,,#2a4073にあたる色。,4,,
,深縹,,,,,,,
122,るりいろ,,字,,#1e50a2にあたる色。,2,,
,瑠璃色,,,,,,,
123,ぐんじょういろ,,字,,#4c6cb3にあたる色。,2,,
,群青色,,,,,,,
124,こげちゃ,,字,,#6f4b3eにあたる色。,2,,
,焦茶,,,,,,,
125,はくじ,,字,,#f8fbf8にあたる色。,2,,
,白磁,,,,,,,
126,べにみどり,,字,,#8491c3にあたる色。,3,,
,紅碧,,,,,,,
127,ききょういろ,,字,,#5654a2にあたる色。,2,,
,桔梗色,,,,,,,
128,そひ、そび、そい,,字,,#e0815eにあたる色。,4,,
,纁,,,,,,,
129,なまりいろ,,字,,#7b7c7dにあたる色。,2,,
,鉛色,,,,,,,
130,ひわいろ,,字,,#d7cf3aにあたる色。,3,,
,鶸色,,,,,,,
131,りかんちゃ,,字,,#6a5d21にあたる色。,3,,
,璃寛茶,,,,,,,
132,こうろぜん,,字,,#d66a35にあたる色。,3,,
,黄櫨染,,,,,,,
133,やまぶきいろ,,字,,#f8b500にあたる色。,1,,
,山吹色,,,,,,,
134,ひそくいろ,,字,,#abced8にあたる色。,4,,
,秘色色,,,,,,,
135,はじいろ,,字,,#bc7f55にあたる色。,4,,
,黄櫨色,,,,,,,
136,かわらけいろ,,字,,#bf7955にあたる色。,3,,
,土器色,,,,,,,
137,ぞうげいろ,,字,,#f8f5e3にあたる色。,2,,
,象牙色,,,,,,,
138,うるみいろ,,字,,#c8c2beにあたる色。,3,,
,潤色,,,,,,,
139,からすばいろ,,字,,#180614にあたる色。,2,,
,烏羽色,,,,,,,
140,きくちばいろ,,字,,#d3a243にあたる色。,2,,
,黄朽葉色,,,,,,,
141,だんじゅうろうちゃ,,字,,#9f563aにあたる色。,2,,
,団十郎茶,,,,,,,
142,つちいろ,,字,,#bc763cにあたる色。,1,,
,土色,,,,,,,
143,はないろ,,字,,#4d5aafにあたる色。,1,,
,花色,,,,,,,
144,うすみどり,,字,,#69b076にあたる色。,1,,
,薄緑,,,,,,,
145,あさみどり,,字,,#88cb7fにあたる色。,1,,
,浅緑,,,,,,,
146,わかみどり,,字,,#98d98eにあたる色。,1,,
,若緑,,,,,,,
147,くれない,4,字,,#d7003aにあたる色。,1,,
,紅,,,,,,,
148,ふかみどり,,字,,#00552eにあたる色。,1,,
,深緑,,,,,,,
149,かめのぞき,,字,,#a2d7ddにあたる色。,2,,
,瓶覗,,,,,,,
150,うすいろ,,字,,#a89dacにあたる色。,1,,
,薄色,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
